en,fr,predicted
realities of alcohol withdrawal,actualité dans le sevrage alcoolique,réalités de l'abstinence de l'alcool
prevention of breastfeeding complications,prévention des complications de l'allaitement,prévention des complications de l'allaitement
an evidence based center for primary care,un centre de ressources (de soins primaires),un centre de soins primaires fondé sur des preuves
arterial hypertension of renal origin,hypertensions artérieles d'origine rénale,hypertension artérielle d'origine rénale
pheochromocytoma and paraganglioma,phéochromocytome et paragangliome,phéochromocytome et paragangliome
renal artery stenosis,sténoses artérielles rénales,sténose de l' artère rénale
primary aldosteronism,hyperaldostéronisme primaire,aldostéronisme primaire
colorectal cancer biology,biologie des cancers colorectaux,biologie du cancer colorectal
management of metastatic colorectal cancer,traitement du cancer colorectal métastatique,traitement du cancer colorectal métastatique
adjuvant treatment for resected colon cancer,traitements adjuvants des cancers du côlon,traitement adjuvant pour le cancer du côlon réséqué
peri-operative treatments for rectal cancer,traitements péri-opératoires du cancer du rectum,traitements périopératoires pour le cancer du rectum
surgical treatment of colorectal cancer,traitement chirurgical du cancer colorectal,traitement chirurgical du cancer colorectal
screening and prevention of colorectal cancer,dépistage et prévention du cancer colorectal,dépistage et prévention du cancer colorectal
epidemiology of colorectal cancer,épidémiologie du cancer colorectal,épidémiologie du cancer colorectal
colorectal cancer: a heterogeneous complex model,cancer colorectal: un modèle hétérogène complexe,cancer colorectal: un modèle complexe hétérogène
ebola virus disease,maladie à virus ebola,maladie par le virus Ebola
vascular liver diseases,maladies vasculaires du foie,maladies hépatiques vasculaires
getting out of tobacco,sortir du tabac,sortir du tabac
circulating nucleic acids and infertility,les acides nucléiques circulants et infertilité,acides nucléaires circulants et infertilité
in process citation,médecine vasculaire du futur…,dans la citation de procédure
in process citation,éditorial,dans la citation de procédure
ornac strategic planning: 2015-2018,discussion,planification stratégique de l'ornac: 2015-2018
discussion,discussion,Débat
major depression and personalized medicine,dépression majeure et prescription personnalisée,dépression majeure et médecine personnalisée
osteoporosis and personalized medicine,ostéoporose et médecine personnalisée,l'ostéoporose et la médecine personnalisée
general and personalized approach of biomarkers,approche globale et personnalisée des biomarqueurs,approche générale et personnalisée des biomarqueurs
the foundations of evidence-based medicine,les fondements de la médecine factuelle,les fondements de la médecine fondée sur des preuves
management of pulmonary embolism: a 2015 update,prise en charge de l'embolie pulmonaire en 2015,Gestion de l'embolie pulmonaire: une mise à jour de 2015
the frontage and the other headlines,l'arbre et la forêt,la façade et les autres titres
editorial,éditorial,rédaction
do weather and seasons influence our heart?,météo et saisons influencent-elles notre cœur?,la météo et les saisons influencent- elles notre cœur?
what's new in alzheimer disease?,quoi de neuf du côté de la maladie d'alzheimer?,Qu'est-ce qui est nouveau dans la maladie d'Alzheimer ?
prescribing marijuana for chronic pain,prescrire la marijuana pour la douleur chronique,prescrire de la marijuana pour la douleur chronique
dancing with artificial intelligence,danse avec l'intelligence artificielle,dansant avec l'intelligence artificielle
41% of geneve residents are overweight,41% des genevois sont en surpoids,41% des résidents de Genève sont en surpoids
pomalidomide for multiple myeloma,le pomalidomide dans le myélome multiple,pomalidomide pour le myélome multiple
conflicts in conflicts of interest,conflits dans les conflits d'intérêts,conflits dans les conflits d'intérêts
vaud: historic agreement in oncology,vaud: accord &quot;historique&quot; en oncologie,Vaud: accord historique en oncologie
"thanks, you're welcome","merci, de rien","Merci, vous êtes les bienvenus."
robotic-assisted hepatic surgery,la chirurgie hépatique robot-assistée,chirurgie hépatique assistée par robot
surgery 2015: strategies and technologies,chirurgie 2015: stratégies et technologies,chirurgie 2015: stratégies et technologies
negative pressure therapy: npt,la thérapie à pression négative : la tpn,thérapie par pression négative: npt
longitudinal melanonychia,mélanonychie longitudinale,mélanonie longitudinale
hypertensive emergencies and urgencies,vraies et fausses urgences hypertensives,urgences et urgences d'hypertension
about moral enhancement,à propos du moral enhancement,sur l'amélioration morale
from synthetic biology to synthetic humankind,de la biologie synthétique à l'homme synthétique,de la biologie synthétique à l'humanité synthétique
noma,le noma,nom
bioethics destiny,le devenir de la bioéthique,Le destin de la bioéthique
how i perform…a rescue cervical cerclage,comment je fais…un cerclage « parachute »,Comment je fais... un cerclege cervical de sauvetage
in process citation,avant-propos,dans la citation de procédure
posterior mediastinal mass,masses médiastinales postérieures,masse médiastinale postérieure
fall from a scooter,chute en trottinette,tomber d'un scooter
in process citation,"commentaire du travail de arnelo u et al., pp. 696",dans la citation de procédure
in process citation,"commentaire du travail de sinh p et al., pp. 669",dans la citation de procédure
in process citation,"commentaire du travail de chung kh et al., pp. 508",dans la citation de procédure
drugs effect on cognition in the elderly,médicaments et cognition chez le sujet âgé,effets des médicaments sur la cognition chez les personnes âgées
micrornas in kidney fibrosis,implication des microarn dans la fibrose rénale,micrornes dans la fibrose rénale
isolated adie pupil: about a case,pupille d'adie isolée: à propos d'un cas,élève isolé: environ un cas
penile and scrotal avulsion by cow horn,avulsion péno-scrotale par encornement de zebu,avulsion du pénis et du scrotal par corne de vache
trichofolliculoma of the eyelid,trichofolliculome palpébral,trichofolliculome de la paupière
a retinal hamartoma,un hamartome rétinien,un hamartome de la rétine
a genetic id for tomorrow?,une carte d'identité génétique pour demain ?,Une carte génétique pour demain ?
"immortality, death and other minor phenomena","immortalité, mort et autres menus phénoménes","immortalité, mort et autres phénomènes mineurs"
evolution and changes of family planning,les mutations du planning familial,évolution et changements de la planification familiale
a dramatic drone,drone de drame,un drone dramatique
polycystic ovaries: what's news in 2015?,syndrome des ovaires polykystiques: quoi de neuf?,Ovary polycysttique: quels sont les nouveautés en 2015 ?
new tobacco vaporizers: how to react?,nouveaux vaporisateurs de tabac: comment réagir?,nouveaux vaporisateurs de tabac: comment réagir ?
smoking cessation: update 2015,tabacologie: mise au point 2015,Arrêt du tabagisme: mise à jour en 2015
electronic cigarette: what do we know in 2015?,cigarette eiectronique: le point en 2015,cigarettes électroniques: que savons-nous en 2015 ?
aeric bubbles developed on the trachea,bulles aériques appendues à la trachée,des bulles aériennes développées sur la trachée
lyme disease: where is the controversy?,maladie de lyme: où est la controverse ?,La maladie de Lyme: où est la controverse ?
femtosecond laser-assisted cataract surgery,chirurgie de la cataracte assistée par laser,chirurgie de la cataracte assistée par le laser de femtoseconde
snowman sign,le signe du bonhomme de neige,signe de l'homme de neige
primitive cutaneous neuroectodermal tumour,tumeur neuroectodermique cutanée primitive,tumeur neuroectodérmique cutanée primitive
normal variations in lingual soft tissue,variations physiologiques de la langue,des variations normales dans le tissu moussé lingual
lung function in patients with diabetes mellitus,fonction pulmonaire du patient diabétique,fonction pulmonaire chez les patients atteints de diabète sucré
rehabilitation of facial paralysis,rééducation des paralysies faciales,réhabilitation de la paralysie faciale
conclusions,conclusions du colloque,conclusions
bilateral chorio-retinal coloboma,colobome chorio-rétinien bilatéral,colobome bilatéral du choeur-réteine
"hippocrates, have they gone mad?","hippocrate, ils sont devenus fous !","Hippocrate, ils sont devenus fous ?"
who coined the french word &quot;coricide&quot;?,qui a inventé le mot &quot;coricide&quot;?,"Qui a inventé le mot français ""coricide"" ?"
peritoneal tumor pathology. pre-test,pathologie tumorale du péritoine. pré-test,pathologie tumorale péritoneale. pré-test
cutaneous chondroid syringoma,syringome chondroïde cutané,chiringome de chondroïde cutané
primitive mammary hydatid cyst,kyste hydatique mammaire primitive,cystose hydatidique mammaire primitive
post-traumatic bilateral renal infarction,infarctus rénal bilatéral post-traumatique,infarctus rénale bilatéral post-traumatique
pericardial hydatidosis,hydatidose péricardique,hydatidose péricardienne
lymphangioma of the foot: an exceptional case,lymphangiome du pied: un cas exceptionnel,lymphangiome du pied: cas exceptionnel
muscle paralysis secondary to polymyositis,paralysie musculaire secondaire à une polymyosite,paralysie musculaire secondaire à la polymyosite
giant metal intraocular foreign body,corps étranger métallique géant intraoculaire,corps étranger intraoculaire métallique géant
anterior uveitis revealing sarcoidosis,uvéite antérieure révélatrice d'une sarcoïdose,uveite antérieure révèle une sarcoïdose
in process citation,ankyloblépharon filiforme adnatum,dans la citation de procédure
active surveillance for prostate cancer,surveillance active du cancer de la prostate,surveillance active du cancer de la prostate
an underestimated cause of febrile neck pain,une cause sous-estimée de cervicalgie fébrile,une cause sous-estimée de douleur au cou febril
an ethics of dialogue sciences-society,une éthique de dialogue science-société,une éthique du dialogue sciences-société
how to make useful the public debates,comment rendre utiles les débats publics,comment rendre utiles les débats publics
introduction,introduction,Introduction
preface,préface,préface
opening,ouverture,ouverture
the schooling of children in a day hospital,la scolarité de l'enfant à l'hôpital de jour,l'éducation des enfants dans un hôpital de jour
the care pathway of a child with leukaemia,le parcours de l'enfant atteint de leucémie,le parcours de soins d'un enfant atteint de leucémie
an pathway to individualized care,un parcours de soins individualisé,une voie vers des soins individualisés
be attentive to the other,être attentif à l'autre,être attentif à l'autre
the four weeks of hospitalization of mrs l,les quatre semaines d'hospitalisation de madame l,Les quatre semaines d'hospitalisation de Mme L
hiv: new cases have decreased by 10 %,vih: les nouveaux cas ont diminué de 10%,VIH: les nouveaux cas ont diminué de 10%
the tree of miracle and the forest of healing,l'arbre du miracle et la forêt des guérisons,l'arbre du miracle et la forêt de la guérison
folic acid: an additional virtue?,acide folique: une vertu supplémentaire?,L'acide folique: une vertu supplémentaire ?
the small crashes of daily life,les petits crashs du quotidian,Les petits accidents de la vie quotidienne
new diagnostic tools for arrhythmias,nouveaux outils pour le diagnostic d'arythmies,nouveaux outils de diagnostic pour les arythmies
chronic constrictive pericarditis,péricardite constrictive chronique,la péricardite contraignante chronique
in memoriam. yves-gérard illouz (1929—2015),in memoriam. yves-gérard illouz (1929—2015),dans le mémoire. yves-gérard illouz (19292015)
in process citation,intraorales lipom am zungengrund,dans la citation de procédure
exceptional metastasis of glioblastoma,métastase exceptionnelle d'un glioblastome,métastases exceptionnelles de glioblastome
dermohypodermitis revealing filariasis,dermohypodermite révélant une filariose,Dermohypodermitis révélatrice de filariasis
a poly-embolism left atrial myxoma,un myxome poly-embolique de l'oreillette gauche,un myxome auriculaire gauche à polyembolisme
para-articular chondroma of the knee,chondrome para-articulaire du genou,chondrome para-articulaire du genou
"parkinson disease affects 150,000 people in france","maladie de parkinson, 150,000 personnes en france",La maladie de Parkinson touche 150 000 personnes en France
a guide on the paerpa project,un guide sur le projet paerpa,un guide sur le projet paerpa
agriculture workers and alzheimer disease,population agricole et maladie d'alzheimer,Les travailleurs agricoles et la maladie d'Alzheimer
putting an end to social isolation of our elders,stop à l'isolement des aînés,mettre fin à l'isolement social de nos aînés
a new magazine for nurses,une revue scientifique pour les infirmières,une nouvelle revue pour les infirmières
diagnosis of vascular acrosyndromes,diagnostic des acrosyndromes vasculaires,diagnostic des acrosyndromes vasculaires
a diplopia of unusual cause,un myosis louche,une diplopie de cause inhabituelle
health measures in the dental office,mesures d'hygiene en cabinet dentaire,mesures sanitaires dans le cabinet dentaire
vaccinations in dentistry. an update,les vaccinations en médecine dentaire,Les vaccins en dentisterie.
rheumatoid arthritis,polyarthrite rhumatoïde,arthrite rhumatoïde
arthrosis,arthrose,une arthrose
drug-induced agranulocytosis,agranulocytose médicamenteuse,agranulocytose induite par le médicament
bipolar disorder in adolescents and adults,trouble bipolaire de l'adolescent et de l'adulte,trouble bipolaire chez les adolescents et les adultes
sequential clinical case,les dossiers cliniques progressifs,cas clinique séquentiel
basic calcium phosphate crystal deposition disease,rhumatisme apatitique,maladie de dépôt de cristal de phosphate de calcium de base
joint involvement in hemochromatosis,atteintes articulaires de l'hémochromatose,implication conjointe dans l' hémochromatose
when to treat asymptomatic hyperuricemia?,quand traiter une hyperuricémie asymptomatique ?,quand traiter une hyperuricémie asymptomatique ?
gout: what's new?,la goutte: quoi de nouveau?,Qu'est-ce qui est nouveau ?
examination of joint fluid,examen du liquid articulaire,l'examen du liquide articulaire
calcium pyrophosphate arthropathy,arthropathies microcristallines,arthropathie par pyrophosphates de calcium
minor traumatology in children,petite traumatology chez l'enfant,traumatisme mineur chez les enfants
acute fever in children,fièvre aiguë chez l'enfant,fièvre aiguë chez les enfants
children's gastroenteritis and vomitings,gastro-entérites et vomissements de l'enfant,gastro-entérite et vomissements chez les enfants
child dyspnea,gêne respiratoire de l'enfant,dyspnée chez l'enfant
medical emergencies during the first month of life,urgences médicales du premier mois de vie,les urgences médicales au cours du premier mois de vie
cutaneous larva migrans,larva migrans cutanée,migrants larves cutanées
congenital haemorrhagic diseases,maladies hémorragiques constitutionnelles,maladies hémorragiques congénitales
poems syndrome,syndrome poems,syndrome des poèmes
what to do in a patient intolerant to statins?,que faire chez un patient intolérant aux statins ?,que faire chez un patient intolérant aux statines ?
metamorphosis,métamorphose,métamorphose
management of tobacco smoking in general practice,prise en charge du tabagisme en médecine générale,gestion du tabagisme dans la pratique générale
an overview of care in orthogeriatrics,tour d'horizon des soins en orthogériatrie,un aperçu des soins en orthogériatrique
structuring orthogeriatrics,vers une structuration de l'orthogériatrie,orthogériatrique structurante
supporting family caregivers,soutenir les proches aidants,soutenir les personnes qui s'occupent de leur famille
a textilome simulating an abdominal tumor,un textilome simulant une tumeur abdominale,un textilome simulant une tumeur abdominale
an unusual acute intestinal obstruction,une occlusion intestinale aiguë inhabituelle,une obstruction intestinale aiguë inhabituelle
hepatic cystadenoma simulating a hydatid cyst,cystadénome hépatique simulant un kyste hydatique,cystadénome hépatique simulant un kyste hydatidique
riedel thyroiditis,thyroïdite de riedel,une thyroïdie de la région du riedel
invasive aspergillosis sinusitis in a diabetic,sinusite aspergillaire invasive chez un diabétique,sinusite invasive d' aspergillose chez un diabétique
systemic amyloidosis revealed by amyloid goiter,amylose systémique révélée par un goitre amyloïde,amyloïdoise systémique révélée par goitre amyloïde
isolated unilateral adrenal tuberculosis,tuberculose surrénalienne unilatérale isolée,tuberculose surrénale unilatérale isolée
angioid streaks and elastic pseudoxanthoma,stries angioides et pseudoxanthome élastique,rayures angioïdes et pseudoxantome élastique
horton disease revealed by dyspnea,maladie de horton révélée par une dyspnée,maladie de Horton révélée par la dyspnée
peripartum cardiomyopathy,cardiomyopathie du péripartum,cardiomyopathie périparte
in process citation,"phosphore, phosphatémie et mortalité",dans la citation de procédure
"hyponatremia, alcohol and ataxia","hyponatrémie, alcool et ataxie","hyponatremie, alcool et ataxie"
retinal vascular occlusions in lome,les occlusions vasculaires rétiniennes à lomé,occlusion vasculaire de la rétine dans le lome
drugs cardiotoxicity,complications cardiaques des médicaments,médicaments cardiotoxicité
the legacy of mary f. lyon (1925-2014),l'héritage de mary f. lyon (1925-2014),L'héritage de Marie F. Lyon (1925-2014)
surgical strategy to rescue the addicts,la chirurgie au secours des addictions,stratégie chirurgicale pour sauver les toxicomanes
quality control of chemical libraries,contrôle qualité des chimiothèques,contrôle de la qualité des bibliothèques chimiques
mir-122 continues to surprise us,mir-122 continue de nous surprendre,Mir-122 continue de nous surprendre
hospital admission,l'admission à l'hopital,admission à l'hôpital
maintenance chemotherapy: futility or utility?,chimiothérapie de maintenance: futile ou utile?,chimiothérapie de maintenance: futilité ou utilité?
langerhans cell histiocytosis in adults,histiocytose langerhansienne de l'adulte,histiocytose cellulaire de langerhans chez l' adulte
occupational stress and myocardial infarction,stress professionnel et infarctus du myocarde,stress professionnel et infarctus du myocarde
opening the window,ouverture du guichet,ouvrir la fenêtre
the added value of nurses,la plus-value des infirmières et infirmiers,la valeur ajoutée des infirmières
adolescents and contraception: let's talk!,adolescents et contraception: parlons-en!,adolescents et contraception: parlons !
the &quot;what to do&quot; project,le projet &lt;que faire?&gt;,"le projet "" Que faire """
challenges of today,défis d'aujourd'hui,Les défis actuels
success experiences and building projects,erfolgserlebnisse und baustellen,expériences de réussite et projets de construction
bullying in swiss nursing homes,mobbing in schweizer pflegeheimen,l'intimidation dans les maisons de retraite suisses
look into the mouth of the residents,schaut in den mund der bewohner,Regardez dans la bouche des résidents
interprofessional team for better oral health,interprofessionell für eine bessere mundgesundheit,équipe interprofessionnelle pour une meilleure santé buccale
oral health saves lives,mundhygiene rettet leben,la santé buccale sauve des vies
delegation of operative duties to nursing staff,5/10 délégation d'un acte technique hospitalier,déléguer des tâches opérationnelles au personnel infirmier
mixed approaches in nursing science,les approches mixtes en sciences infirmières,approches mixtes dans les sciences infirmières
information as an act of care,l'information comme acte de soin,l'information en tant qu'acte de soins
disclosing a care-related injury,annoncer un dommage lié aux soins,la divulgation d'un préjudice lié aux soins
the healthcare democracy,la démocratie sanitaire,la démocratie des soins de santé
"clinical reasoning, for the right care","le raisonnement clinique, pour un juste soin","un raisonnement clinique, pour un traitement approprié"
the examinations at the bedside of the patient,les examens réalisés au chevet du patient,les examens au lit du patient
the nurse and care of the diabetic foot,l'infirmière et les soins au pied diabétique,l'infirmière et les soins du pied diabétique
what response in the face of health emergencies?,quelle riposte face aux crises sanitaires ?,comment réagir en cas d'urgence sanitaire?
emerging infectious diseases today,les maladies infectieuses émergentes aujourd'hui,les maladies infectieuses émergentes aujourd'hui
virus outbreaks and health emergencies,"virus, épidémies et urgences sanitaires",épidémies de virus et urgences sanitaires
make organ donation an act of an obligation ?,faire d'un acte de don une obligation?,faire du don d' organes un acte d' obligation ?
peritoneal tumor pathology: introduction,pathologie tumorale du péritoine : introduction,pathologie tumorale péritoneale: introduction
nurse's role in the diagnosis of onychomycosis,l'infirmière et l'examen mycologique des ongles,Le rôle de l'infirmière dans le diagnostic de l'onychomycose
diabetes and quality of life,diabète et qualité de vie,Diabète et qualité de vie
foster the integration of the new arrivals,favoriser l'intégration des nouveaux arrivants,favoriser l'intégration des nouveaux arrivants
training can be fun!,"se former en s'amusant, c'est possible !",L'entraînement peut être amusant !
a nurse in a healthcare center in guinea,infirmière dans un centre de soins en guinée,infirmière dans un centre de santé en Guinée
patient safety: vigilance and transparency,sécurité du patient : vigilance et transparence,sécurité des patients: vigilance et transparence
blood collection from peripheral vein,la ponction veineuse périphérique,collecte de sang par voie périphérique
placement of a portacath under hypnosis,pose d'une chambre implantable sous hypnose,placement d'un portacat sous hypnosis
analgesic treatment of cancer pain,le traitement antalgique des douleurs cancéreuses,traitement analgésique de la douleur cancéreuse
pain and cancer,douleur et cancer,douleur et cancer
child abuse and parenting,maltraitance dans l'enfance et parentalité,abus sur les enfants et parentalité
"boredom, what drives creativity","l'ennui, moteur de la créativité","l'ennui, ce qui motive la créativité"
in process citation,l'infirmière et l'examen mycologique de la peau,dans la citation de procédure
in process citation,l'infirmière face à un enfant hyperthermique,dans la citation de procédure
in process citation,les complications dégénératives du diabète,dans la citation de procédure
the role of laughter in palliative care,réflexion sur la place du rire en soins palliatifs,Le rôle du rire dans les soins palliatifs
in process citation,douleur et soins au patient brûlé,dans la citation de procédure
in process citation,soins psychiatriques et vécu infirmier au liban,dans la citation de procédure
reconstructing oneself after an amputation,se reconstruire après une amputation,se reconstruire après une amputation
the re-education process of the amputee,le parcours rééducatif de la personne amputée,le processus de rééducation de l'amputé
phantom limb pains,douleurs du membre fantôme,douleurs aux membres fantômes
the announcement of the need to amputate,l'annonce du diagnostic d'amputation,l'annonce de la nécessité d'une amputation
the nursing role in field amputation,rôle infirmier dans l'amputation de dégagement,Le rôle des infirmières dans l'amputation sur le terrain
in process citation,l'amputation en contexte post-traumatique,dans la citation de procédure
in process citation,épidémie d'ebola : un an déjà,dans la citation de procédure
femoral neck fractures in the elderly,5/20 la fracture du col du fémur du sujet âgé,fractures du cou fémoral chez les personnes âgées
the resilient elderly person,le sujet âgé resilient,la personne âgée résiliente
can a nursing home feel like home?,peut-on se sentir chez soi dans un ehpad?,une maison de retraite peut-elle se sentir comme chez elle ?
maintaining patients' autonomy at home,maintenir l'autonomie des patients à domicile,maintenir l'autonomie des patients à la maison
the visit prior to returning home,la visite préalable au retour à domicile,la visite avant le retour à la maison
timing the discharge of the elderly patient,"sortie d'hospitalisation, le juste moment",date de sortie du patient âgé
"home, the elderly person's identity card","chez soi, 1a carte d'identité de la personne âgée","à la maison, carte d'identité de la personne âgée"
preserving independent living,préserver l'indépendance au domicile,préserver la vie indépendante
carpe diem!,carpe diem!,Le Carpe diem !
introduction to diagnostic imaging,introduction à l'imagerie médicale,introduction à l'imagerie diagnostique
the nurse and ulcer treatments,l'infirmière et le traitement des ulcères,l'infirmière et les traitements de l'ulcère
burnout is not a fatality,le burn-out n'est pas une fatalité,l' épuisement n' est pas fatale
the approach to care in oncology,l'approche des soins en cancérologie,l'approche des soins en oncologie
&quot;working together&quot; at hospital?,&quot;travailler ensemble&quot; à l'hôpital?,""" Travailler ensemble "" à l'hôpital ?"
collaboration between nurses and nurse-assistants,la collaboration infirmière/aide-soignante,collaboration entre infirmières et infirmières-assistantes
dealing with the violent patient,l'infirmière face à un patient violent,de traiter avec le patient violent
liver transplantation,la transplantation hépatique,transplantation du foie
management of patients with tips,la prise en charge des patients &quot;tipsés&quot;,gestion des patients avec des conseils
cirrhosis and its complications,la cirrhose et ses complications,cirrhose et ses complications
diagnosis and initial assessment of cirrhosis,diagnostic et bilan initial de la cirrhose,diagnostic et évaluation initiale de la cirrhose
caring for the cirrhotic patient,le parcours de soins du patient cirrhotique,s'occuper du patient atteint de cirrhose
"an expression of our practice, our life","du sens à notre pratique, à notre vie","une expression de notre pratique, de notre vie"
cervical cerclage,le cerclage cervical,cercle cervical
condylama lata,condyloma lata,condylama lata
3/5 didier anzieu,3/5 didier anzieu,3/5 de plus
"tony, at risk of getting lost","tony, au risque de s'y perdre","Tony, au risque de se perdre"
&quot;there can be no unnecessary risks&quot;,« il ne saurait y avoir de risque inutile »,""" il ne peut y avoir de risques inutiles """
"psychiatry, the field of all risks","psychiatrie, le champ de tous les risques","La psychiatrie, le domaine de tous les risques"
the risk/benefit ratio in psychiatry,la balance bénéfice/risque en psychiatrie,le rapport risque/avantages en psychiatrie
control the risks of treatment,maîtriser les risques du soin,contrôler les risques liés au traitement
what have the associations become?,que sont les associations devenues?,Qu'est-ce que ces associations sont devenues ?
encephalitis in a 12-year-old boy,encéphalite chez un garçon de 12ans,encephalytite chez un garçon de 12 ans
silence would be the greatest error,l'erreur serait de cacher,Le silence serait la plus grande erreur.
a review on tocolysis,le point sur la tocolyse,une revue de la tocolyse
delivery of premature infants,accouchement du prématuré,accouchement de nourrissons prématurés
bibliography. ambulatory surgery,eléments de bibliographie,bibliographie. chirurgie ambulatoire
the challenge of ambulatory surgery,"la chirurgie ambulatoire, un défi à relever",Le défi de la chirurgie ambulatoire
the economic challenges of day surgery,les enjeux économiques de la chirurgie ambulatoire,Les défis économiques de la chirurgie de jour
day surgery and public authorities,chirurgie ambulatoire et pouvoirs publics,chirurgie de jour et autorités publiques
one step closer to an artificial pancreas,un pas de plus vers le pancréas artificial,Un pas plus près d'un pancréas artificiel
new rectangular format dressings,des pansements aux nouveaux formats rectangulaires,nouveaux pansements de format rectangulaire
health facility overview,panorama des établissements de santé,vue d'ensemble des établissements de santé
measuring inpatient satisfaction,mesurer la satisfaction des patients hospitalizes,Mesurer la satisfaction des patients hospitalisés
a new journal for nurses,une revue scientifique pour les infirmières,un nouveau journal pour les infirmières
2015 vaccination calendar,calendrier vaccinal 2015,Calendrier de vaccination 2015
debating the politics of health care,la politique de santé en débat,débat sur la politique de la santé
between dog and wolf,entre chien et loup,entre chien et loup
hyper-reactive malarial splenomegaly,splénomégalie palustre hyper-réactive,splénomégalie palliatoire hyperréactive
global risk management,gestion globale des risques,gestion globale des risques
advance in the biology of pancreatic of cancer,nouveautés dans la biologie du cancer du pancréas,avancée dans la biologie du cancer du pancréas
meeting of the french society of cancer,congrès de la société française du cancer,réunion de la Société française du cancer
alcohol: good or not?,l'alcool: bon ou pas bon?,l'alcool: bon ou pas ?
allergies: should we introduce peanuts early ?,allergies: faut-il donner très tôt de l'arachide?,Allergies: devrions-nous introduire les arachides plus tôt ?
a glass of champagne!,une coupe de champagne!,Un verre de champagne !
misophonia and contemporary psychiatry,misophonie et psychiatrie contemporaine,la misophonie et la psychiatrie contemporaine
jaddo-- the general practitioner blogger,jaddo--la blogueuse generalist,jaddo... le blogueur de médecine générale
"patients, doctors and the internet","patients, médecins et internet","Les patients, les médecins et l'internet"
in process citation,introduction,dans la citation de procédure
in process citation,"commentaire du travail de blick bl et al., pp. 626",dans la citation de procédure
in process citation,"commentaire du travail de yang mj et al., pp. 598",dans la citation de procédure
in process citation,la tungose présente depuis les incas,dans la citation de procédure
in process citation,épidémie de sarcocystose,dans la citation de procédure
in process citation,la brucellose est endémique,dans la citation de procédure
obstructive colloid cyst of the third ventricle,kyste colloïde obstructif du troisième ventricule,cyst colloïde obstructif du troisième ventricle
pregnancy in chronic hemodialysis,la grossesse chez les hémodialysées chroniques,grossesse en hémodialyse chronique
antenatal diagnosis of iniencephaly,le diagnostic anténatal de l'iniencéphalie,diagnostic prénatal d'iniencephaly
dorsal liposarcoma: a rare clinical presentation,liposarcome dorsal: aspect clinique rare,liposarcome dorsale: une présentation clinique rare
strangulated obturator hernia: about two cases,hernie obturatrice étranglée: à propos de deux cas,hernie obturatrice étranglée: environ deux cas
sacrococcygeal teratoma: report of a case,tératome sacro-coccygien: à propos d'un cas,Teratome sacrococcygial: rapport d'un cas
false traumatic intracranial arterial aneurysm,faux anévrisme artériel traumatique intracrânien,une fausse aneurysme artériel intracrânien traumatique
in process citation,le chikungunya chez l'enfant,dans la citation de procédure
in process citation,la dengue chez l'enfant,dans la citation de procédure
in process citation,les éruptions toxidermiques,dans la citation de procédure
in process citation,les principes de base de l'évaluation diagnostique,dans la citation de procédure
in process citation,pathologies somatiques et autisme,dans la citation de procédure
in process citation,la pédagogie par l'algorithme décisionnel,dans la citation de procédure
in process citation,pédagogie médicale: l'erreur pour apprendre,dans la citation de procédure
in process citation,puberté et maladie rénale chronique,dans la citation de procédure
in process citation,puberté et mucoviscidose,dans la citation de procédure
in process citation,puberté et cancer,dans la citation de procédure
in process citation,puberté et maladies inflammatoires,dans la citation de procédure
in process citation,traitements médicamenteux de l'asthme aigu grave,dans la citation de procédure
in process citation,asthme: la jungle des chambres d'inhalation,dans la citation de procédure
in process citation,handicaps et dents,dans la citation de procédure
in process citation,les maladies pédiatriques à révélation dentaire,dans la citation de procédure
in process citation,biologie du développement dentaire,dans la citation de procédure
in process citation,entre anxiolyse et sédation: de quoi parle-t-on?,dans la citation de procédure
in process citation,l'enfant adopté,dans la citation de procédure
in process citation,cœur et hyperinsulinisme maternel ou fœtal,dans la citation de procédure
in process citation,rôle des lignes téléphoniques,dans la citation de procédure
in process citation,démarche diagnostique en allergie alimentaire,dans la citation de procédure
in process citation,les régurgitations,dans la citation de procédure
in process citation,soins par les parents: quels maux pour un bien?,dans la citation de procédure
in process citation,quelle place pour les laits « croissance »?,dans la citation de procédure
in process citation,maladies métaboliques: quels dépistages?,dans la citation de procédure
in process citation,le traitement du néphroblastome en afrique,dans la citation de procédure
in process citation,le développement des compétences,dans la citation de procédure
in process citation,quand débuter une nutrition entérale?,dans la citation de procédure
in process citation,syndromes de bartter et gitelman,dans la citation de procédure
in process citation,pseudohypoaldostéronisme de type i,dans la citation de procédure
in process citation,biothérapies et vaccins en pédiatrie,dans la citation de procédure
in process citation,vaccination anti-hpv: que faut-il croire?,dans la citation de procédure
in process citation,vaccins: rattrapages vaccinaux difficiles,dans la citation de procédure
in process citation,parentalité et handicap,dans la citation de procédure
in process citation,syndrome hémolytique et urémique en pédiatrie,dans la citation de procédure
in process citation,"l'accouchement sous x, un passage de relais",dans la citation de procédure
in process citation,"l'accouchement secret, dit « accouchement sous x »",dans la citation de procédure
in process citation,"commentaire du travail de bai y et al., pp. 415",dans la citation de procédure
new in the production of human gmos,du nouveau dans la production d'humains ogm,nouveaux dans la production de GMO humain
pid: the slogans of political parties,dpi: les mots d'ordre des partis politiques,pid: les slogans des partis politiques
drug pricing: down 4 to 5%,prix des médicaments: baisse de 4 à 5%,prix des médicaments: de 4 à 5% en baisse
