en,fr,predicted
screening and prevention of colorectal cancer,dépistage et prévention du cancer colorectal,dépistage et prévention du cancer colorectal
epidemiology of colorectal cancer,épidémiologie du cancer colorectal,épidémiologie du cancer colorectal
colorectal cancer: a heterogeneous complex model,cancer colorectal: un modèle hétérogène complexe,cancer colorectal: un modèle complexe hétérogène
ebola virus disease,maladie à virus ebola,Maladie du virus de l'ébola
vascular liver diseases,maladies vasculaires du foie,maladies vasculaires du foie
getting out of tobacco,sortir du tabac,Sortir du tabac
circulating nucleic acids and infertility,les acides nucléiques circulants et infertilité,acides nucléiques circulants et infertilité
in process citation,médecine vasculaire du futur…,en cours de citation
in process citation,éditorial,en cours de citation
ornac strategic planning: 2015-2018,discussion,planification stratégique ornac: 2015-2018
discussion,discussion,Débat
major depression and personalized medicine,dépression majeure et prescription personnalisée,dépression majeure et médecine personnalisée
osteoporosis and personalized medicine,ostéoporose et médecine personnalisée,ostéoporose et médecine personnalisée
general and personalized approach of biomarkers,approche globale et personnalisée des biomarqueurs,approche générale et personnalisée des biomarqueurs
the foundations of evidence-based medicine,les fondements de la médecine factuelle,les fondements de la médecine fondée sur des preuves
management of pulmonary embolism: a 2015 update,prise en charge de l'embolie pulmonaire en 2015,gestion de l'embolie pulmonaire: une mise à jour 2015
the frontage and the other headlines,l'arbre et la forêt,la façade et les autres titres
editorial,éditorial,éditorial
do weather and seasons influence our heart?,météo et saisons influencent-elles notre cœur?,Le temps et les saisons influencent - ils notre cœur?
what's new in alzheimer disease?,quoi de neuf du côté de la maladie d'alzheimer?,Qu'y a-t-il de nouveau dans la maladie d'alzheimer ?
prescribing marijuana for chronic pain,prescrire la marijuana pour la douleur chronique,prescription de marijuana pour la douleur chronique
dancing with artificial intelligence,danse avec l'intelligence artificielle,danser avec l'intelligence artificielle
41% of geneve residents are overweight,41% des genevois sont en surpoids,41 % des résidents des genres sont en surpoids
pomalidomide for multiple myeloma,le pomalidomide dans le myélome multiple,pomalidomide pour myélome multiple
conflicts in conflicts of interest,conflits dans les conflits d'intérêts,conflits d'intérêts
vaud: historic agreement in oncology,vaud: accord &quot;historique&quot; en oncologie,vaud: accord historique en oncologie
"thanks, you're welcome","merci, de rien","Merci, de rien."
robotic-assisted hepatic surgery,la chirurgie hépatique robot-assistée,chirurgie hépatique assistée par robot
surgery 2015: strategies and technologies,chirurgie 2015: stratégies et technologies,chirurgie 2015 : stratégies et technologies
negative pressure therapy: npt,la thérapie à pression négative : la tpn,traitement sous pression négative: npt
longitudinal melanonychia,mélanonychie longitudinale,mélanonychies longitudinales
hypertensive emergencies and urgencies,vraies et fausses urgences hypertensives,urgences et urgences hypertendues
about moral enhancement,à propos du moral enhancement,sur l'amélioration morale
from synthetic biology to synthetic humankind,de la biologie synthétique à l'homme synthétique,de la biologie synthétique à l'humanité synthétique
noma,le noma,noma
bioethics destiny,le devenir de la bioéthique,destinée bioéthique
how i perform…a rescue cervical cerclage,comment je fais…un cerclage « parachute »,Comment je fais... un cerclage cervical de sauvetage
in process citation,avant-propos,en cours de citation
posterior mediastinal mass,masses médiastinales postérieures,Masse médiastinale postérieure
fall from a scooter,chute en trottinette,tomber d'un scooter
in process citation,"commentaire du travail de arnelo u et al., pp. 696",en cours de citation
in process citation,"commentaire du travail de sinh p et al., pp. 669",en cours de citation
in process citation,"commentaire du travail de chung kh et al., pp. 508",en cours de citation
drugs effect on cognition in the elderly,médicaments et cognition chez le sujet âgé,effets des médicaments sur la cognition chez les personnes âgées
micrornas in kidney fibrosis,implication des microarn dans la fibrose rénale,micrornas dans la fibrose rénale
isolated adie pupil: about a case,pupille d'adie isolée: à propos d'un cas,Élève indépendant isolé: à propos d'un cas
penile and scrotal avulsion by cow horn,avulsion péno-scrotale par encornement de zebu,avulsion pénienne et scrotale par corne de vache
trichofolliculoma of the eyelid,trichofolliculome palpébral,trichofolliculome de la paupière
a retinal hamartoma,un hamartome rétinien,un hamartome rétinien
a genetic id for tomorrow?,une carte d'identité génétique pour demain ?,Une identité génétique pour demain ?
"immortality, death and other minor phenomena","immortalité, mort et autres menus phénoménes","immortalité, mort et autres phénomènes mineurs"
evolution and changes of family planning,les mutations du planning familial,évolution et évolution de la planification familiale
a dramatic drone,drone de drame,un drone dramatique
polycystic ovaries: what's news in 2015?,syndrome des ovaires polykystiques: quoi de neuf?,ovaires polykystiques : quelles sont les nouvelles en 2015 ?
new tobacco vaporizers: how to react?,nouveaux vaporisateurs de tabac: comment réagir?,nouveaux vaporisateurs de tabac: comment réagir?
smoking cessation: update 2015,tabacologie: mise au point 2015,cesser de fumer: mise à jour 2015
electronic cigarette: what do we know in 2015?,cigarette eiectronique: le point en 2015,cigarette électronique : que savons-nous en 2015 ?
aeric bubbles developed on the trachea,bulles aériques appendues à la trachée,bulles aériques développées sur la trachée
lyme disease: where is the controversy?,maladie de lyme: où est la controverse ?,maladie de lyme: où est la controverse?
femtosecond laser-assisted cataract surgery,chirurgie de la cataracte assistée par laser,Chirurgie de la cataracte assistée par laser femtoseconde
snowman sign,le signe du bonhomme de neige,signe de bonhomme de neige
primitive cutaneous neuroectodermal tumour,tumeur neuroectodermique cutanée primitive,tumeur neuroectodermique cutanée primitive
normal variations in lingual soft tissue,variations physiologiques de la langue,Variations normales des tissus mous linguaux
lung function in patients with diabetes mellitus,fonction pulmonaire du patient diabétique,fonction pulmonaire chez les patients atteints de diabète sucré
rehabilitation of facial paralysis,rééducation des paralysies faciales,réhabilitation de la paralysie faciale
conclusions,conclusions du colloque,Conclusions
bilateral chorio-retinal coloboma,colobome chorio-rétinien bilatéral,colobome chorio-rétinal bilatéral
"hippocrates, have they gone mad?","hippocrate, ils sont devenus fous !","Hippocrates, sont-ils devenus fous ?"
who coined the french word &quot;coricide&quot;?,qui a inventé le mot &quot;coricide&quot;?,qui a inventé le mot français &quot;coricide&quot;?
peritoneal tumor pathology. pre-test,pathologie tumorale du péritoine. pré-test,pathologie tumorale péritonéale. pré-test
cutaneous chondroid syringoma,syringome chondroïde cutané,syringome chondrien cutané
primitive mammary hydatid cyst,kyste hydatique mammaire primitive,kyste primitif de l'hydatide mammaire
post-traumatic bilateral renal infarction,infarctus rénal bilatéral post-traumatique,infarctus rénal bilatéral post-traumatique
pericardial hydatidosis,hydatidose péricardique,hydatidose péricardique
lymphangioma of the foot: an exceptional case,lymphangiome du pied: un cas exceptionnel,lymphangiome du pied: un cas exceptionnel
muscle paralysis secondary to polymyositis,paralysie musculaire secondaire à une polymyosite,paralysie musculaire secondaire à la polymyosite
giant metal intraocular foreign body,corps étranger métallique géant intraoculaire,métal géant corps étranger intraoculaire
anterior uveitis revealing sarcoidosis,uvéite antérieure révélatrice d'une sarcoïdose,uvéite antérieure révélant une sarcoïdose
in process citation,ankyloblépharon filiforme adnatum,en cours de citation
active surveillance for prostate cancer,surveillance active du cancer de la prostate,surveillance active du cancer de la prostate
an underestimated cause of febrile neck pain,une cause sous-estimée de cervicalgie fébrile,une cause sous-estimée de douleurs au cou fébriles
an ethics of dialogue sciences-society,une éthique de dialogue science-société,une éthique du dialogue sciences-société
how to make useful the public debates,comment rendre utiles les débats publics,comment rendre utiles les débats publics
introduction,introduction,Présentation
preface,préface,Préface
opening,ouverture,ouverture
the schooling of children in a day hospital,la scolarité de l'enfant à l'hôpital de jour,la scolarisation des enfants dans un hôpital de jour;
the care pathway of a child with leukaemia,le parcours de l'enfant atteint de leucémie,la voie de prise en charge d'un enfant présentant une leucémie;
an pathway to individualized care,un parcours de soins individualisé,une voie vers des soins individualisés
be attentive to the other,être attentif à l'autre,être attentif à l'autre
the four weeks of hospitalization of mrs l,les quatre semaines d'hospitalisation de madame l,les quatre semaines d'hospitalisation de Mme L.
hiv: new cases have decreased by 10 %,vih: les nouveaux cas ont diminué de 10%,hiv: les nouveaux cas ont diminué de 10 %
the tree of miracle and the forest of healing,l'arbre du miracle et la forêt des guérisons,l'arbre du miracle et la forêt de la guérison
folic acid: an additional virtue?,acide folique: une vertu supplémentaire?,Acide folique: une vertu supplémentaire?
the small crashes of daily life,les petits crashs du quotidian,les petits crashs de la vie quotidienne
new diagnostic tools for arrhythmias,nouveaux outils pour le diagnostic d'arythmies,nouveaux outils de diagnostic pour les arythmies
chronic constrictive pericarditis,péricardite constrictive chronique,péricardite constrictive chronique
in memoriam. yves-gérard illouz (1929—2015),in memoriam. yves-gérard illouz (1929—2015),dans les mémoires yves-gérard illouz (1929—2015)
in process citation,intraorales lipom am zungengrund,en cours de citation
exceptional metastasis of glioblastoma,métastase exceptionnelle d'un glioblastome,métastases exceptionnelles du glioblastome
dermohypodermitis revealing filariasis,dermohypodermite révélant une filariose,dermohypodermite révélant la filariose
a poly-embolism left atrial myxoma,un myxome poly-embolique de l'oreillette gauche,un poly embolie gauche myxome auriculaire
para-articular chondroma of the knee,chondrome para-articulaire du genou,Chondroma para-articulaire du genou
"parkinson disease affects 150,000 people in france","maladie de parkinson, 150,000 personnes en france",La maladie du parkinson touche 150 000 personnes en france
a guide on the paerpa project,un guide sur le projet paerpa,un guide sur le projet paerpa
agriculture workers and alzheimer disease,population agricole et maladie d'alzheimer,travailleurs agricoles et maladie d'alzheimer
putting an end to social isolation of our elders,stop à l'isolement des aînés,mettant fin à l'isolement social de nos aînés
a new magazine for nurses,une revue scientifique pour les infirmières,un nouveau magazine pour les infirmières
diagnosis of vascular acrosyndromes,diagnostic des acrosyndromes vasculaires,diagnostic des acrosyndromes vasculaires
a diplopia of unusual cause,un myosis louche,une diplopie de cause inhabituelle
health measures in the dental office,mesures d'hygiene en cabinet dentaire,mesures de santé dans les cabinets dentaires
vaccinations in dentistry. an update,les vaccinations en médecine dentaire,vaccinations en dentisterie. une mise à jour
rheumatoid arthritis,polyarthrite rhumatoïde,polyarthrite rhumatoïde
arthrosis,arthrose,arthrose
drug-induced agranulocytosis,agranulocytose médicamenteuse,agranulocytose induite par le médicament
bipolar disorder in adolescents and adults,trouble bipolaire de l'adolescent et de l'adulte,Troubles bipolaires chez les adolescents et les adultes
sequential clinical case,les dossiers cliniques progressifs,Cas clinique séquentiel
basic calcium phosphate crystal deposition disease,rhumatisme apatitique,une maladie de dépôt de cristal de phosphate de calcium de base
joint involvement in hemochromatosis,atteintes articulaires de l'hémochromatose,implication articulaire dans l'hémochromatose
when to treat asymptomatic hyperuricemia?,quand traiter une hyperuricémie asymptomatique ?,quand traiter l'hyperuricémie asymptomatique?
gout: what's new?,la goutte: quoi de nouveau?,Qu'est-ce qu'il y a de nouveau ?
examination of joint fluid,examen du liquid articulaire,examen du liquide articulaire
calcium pyrophosphate arthropathy,arthropathies microcristallines,arthropathie du pyrophosphate de calcium
minor traumatology in children,petite traumatology chez l'enfant,traumatologie mineure chez les enfants
acute fever in children,fièvre aiguë chez l'enfant,fièvre aiguë chez les enfants
children's gastroenteritis and vomitings,gastro-entérites et vomissements de l'enfant,gastroentérite et vomissements chez les enfants
child dyspnea,gêne respiratoire de l'enfant,dyspnée infantile
medical emergencies during the first month of life,urgences médicales du premier mois de vie,urgences médicales pendant le premier mois de la vie
cutaneous larva migrans,larva migrans cutanée,larve cutanée migrans
congenital haemorrhagic diseases,maladies hémorragiques constitutionnelles,maladies hémorragiques congénitales
poems syndrome,syndrome poems,syndrome des poèmes
what to do in a patient intolerant to statins?,que faire chez un patient intolérant aux statins ?,Que faire chez un patient intolérant aux statines?
metamorphosis,métamorphose,métamorphose
management of tobacco smoking in general practice,prise en charge du tabagisme en médecine générale,la gestion du tabagisme dans la pratique générale
an overview of care in orthogeriatrics,tour d'horizon des soins en orthogériatrie,une vue d'ensemble des soins en orthogériatrie
structuring orthogeriatrics,vers une structuration de l'orthogériatrie,structuration de l'orthogériatrie
supporting family caregivers,soutenir les proches aidants,aider les aidants familiaux
a textilome simulating an abdominal tumor,un textilome simulant une tumeur abdominale,un textilome simulant une tumeur abdominale
an unusual acute intestinal obstruction,une occlusion intestinale aiguë inhabituelle,une obstruction intestinale aiguë inhabituelle
hepatic cystadenoma simulating a hydatid cyst,cystadénome hépatique simulant un kyste hydatique,kystadénome hépatique simulant un kyste hydatide
riedel thyroiditis,thyroïdite de riedel,thyroïdite riedel
invasive aspergillosis sinusitis in a diabetic,sinusite aspergillaire invasive chez un diabétique,aspergillose invasive sinusite chez un diabétique
systemic amyloidosis revealed by amyloid goiter,amylose systémique révélée par un goitre amyloïde,amyloïdose systémique révélée par un goitre amyloïde
isolated unilateral adrenal tuberculosis,tuberculose surrénalienne unilatérale isolée,tuberculose surrénale unilatérale isolée
angioid streaks and elastic pseudoxanthoma,stries angioides et pseudoxanthome élastique,Stries d'angioides et pseudoxanthome élastique
horton disease revealed by dyspnea,maladie de horton révélée par une dyspnée,maladie de l'horton révélée par la dyspnée
peripartum cardiomyopathy,cardiomyopathie du péripartum,cardiomyopathie péripartum
in process citation,"phosphore, phosphatémie et mortalité",en cours de citation
"hyponatremia, alcohol and ataxia","hyponatrémie, alcool et ataxie","hyponatrémie, alcool et ataxie"
retinal vascular occlusions in lome,les occlusions vasculaires rétiniennes à lomé,occlusions vasculaires rétiniennes dans le lome
drugs cardiotoxicity,complications cardiaques des médicaments,médicaments cardiotoxicité
the legacy of mary f. lyon (1925-2014),l'héritage de mary f. lyon (1925-2014),l'héritage de Mary f. lyon (1925-2014)
surgical strategy to rescue the addicts,la chirurgie au secours des addictions,stratégie chirurgicale pour secourir les drogués
quality control of chemical libraries,contrôle qualité des chimiothèques,contrôle de la qualité des bibliothèques de produits chimiques
mir-122 continues to surprise us,mir-122 continue de nous surprendre,mir-122 continue de nous surprendre
hospital admission,l'admission à l'hopital,admission à l'hôpital
maintenance chemotherapy: futility or utility?,chimiothérapie de maintenance: futile ou utile?,chimiothérapie d'entretien: futilité ou utilité?
langerhans cell histiocytosis in adults,histiocytose langerhansienne de l'adulte,histiocytose cellulaire de langerhans chez l'adulte
occupational stress and myocardial infarction,stress professionnel et infarctus du myocarde,stress professionnel et infarctus du myocarde
opening the window,ouverture du guichet,ouvrant la fenêtre
the added value of nurses,la plus-value des infirmières et infirmiers,la valeur ajoutée des infirmières
adolescents and contraception: let's talk!,adolescents et contraception: parlons-en!,adolescents et contraception : parlons !
the &quot;what to do&quot; project,le projet &lt;que faire?&gt;,le projet &quot; quoi faire&quot;
challenges of today,défis d'aujourd'hui,défis d'aujourd'hui
success experiences and building projects,erfolgserlebnisse und baustellen,expériences réussies et projets de construction
bullying in swiss nursing homes,mobbing in schweizer pflegeheimen,brimades dans les maisons de soins infirmiers swiss
look into the mouth of the residents,schaut in den mund der bewohner,regarder dans la bouche des résidents
interprofessional team for better oral health,interprofessionell für eine bessere mundgesundheit,équipe interprofessionnelle pour une meilleure santé buccodentaire
oral health saves lives,mundhygiene rettet leben,la santé buccodentaire sauve des vies
delegation of operative duties to nursing staff,5/10 délégation d'un acte technique hospitalier,délégation de fonctions opérationnelles au personnel infirmier
mixed approaches in nursing science,les approches mixtes en sciences infirmières,approches mixtes en sciences infirmières
information as an act of care,l'information comme acte de soin,l'information en tant qu'acte de soins
disclosing a care-related injury,annoncer un dommage lié aux soins,la divulgation d'une blessure liée aux soins;
the healthcare democracy,la démocratie sanitaire,la démocratie en matière de soins de santé
"clinical reasoning, for the right care","le raisonnement clinique, pour un juste soin","raisonnement clinique, pour les bons soins"
the examinations at the bedside of the patient,les examens réalisés au chevet du patient,les examens au chevet du patient
the nurse and care of the diabetic foot,l'infirmière et les soins au pied diabétique,l'infirmière et les soins du pied diabétique
what response in the face of health emergencies?,quelle riposte face aux crises sanitaires ?,Quelle réponse face aux urgences sanitaires?
emerging infectious diseases today,les maladies infectieuses émergentes aujourd'hui,les maladies infectieuses émergentes d'aujourd'hui
virus outbreaks and health emergencies,"virus, épidémies et urgences sanitaires",épizooties virales et urgences sanitaires
make organ donation an act of an obligation ?,faire d'un acte de don une obligation?,faire du don d'organes un acte d'une obligation ?
peritoneal tumor pathology: introduction,pathologie tumorale du péritoine : introduction,pathologie tumorale péritonéale: introduction
nurse's role in the diagnosis of onychomycosis,l'infirmière et l'examen mycologique des ongles,rôle de l'infirmière dans le diagnostic de l'onychomycose
diabetes and quality of life,diabète et qualité de vie,diabète et qualité de vie
foster the integration of the new arrivals,favoriser l'intégration des nouveaux arrivants,favoriser l'intégration des nouveaux arrivants
training can be fun!,"se former en s'amusant, c'est possible !",l'entraînement peut être amusant!
a nurse in a healthcare center in guinea,infirmière dans un centre de soins en guinée,une infirmière dans un centre de soins de guinée
patient safety: vigilance and transparency,sécurité du patient : vigilance et transparence,Sécurité des patients: vigilance et transparence
blood collection from peripheral vein,la ponction veineuse périphérique,collecte de sang dans la veine périphérique
placement of a portacath under hypnosis,pose d'une chambre implantable sous hypnose,placement d'un portacath sous hypnose
analgesic treatment of cancer pain,le traitement antalgique des douleurs cancéreuses,traitement analgésique des douleurs cancéreuses
pain and cancer,douleur et cancer,douleur et cancer
child abuse and parenting,maltraitance dans l'enfance et parentalité,mauvais traitements infligés aux enfants et éducation des parents
"boredom, what drives creativity","l'ennui, moteur de la créativité","l'ennui, ce qui motive la créativité"
in process citation,l'infirmière et l'examen mycologique de la peau,en cours de citation
in process citation,l'infirmière face à un enfant hyperthermique,en cours de citation
in process citation,les complications dégénératives du diabète,en cours de citation
the role of laughter in palliative care,réflexion sur la place du rire en soins palliatifs,le rôle du rire dans les soins palliatifs
in process citation,douleur et soins au patient brûlé,en cours de citation
in process citation,soins psychiatriques et vécu infirmier au liban,en cours de citation
reconstructing oneself after an amputation,se reconstruire après une amputation,se reconstruire après une amputation
the re-education process of the amputee,le parcours rééducatif de la personne amputée,le processus de rééducation de l'amputé;
phantom limb pains,douleurs du membre fantôme,douleurs des membres fantômes
the announcement of the need to amputate,l'annonce du diagnostic d'amputation,l'annonce de la nécessité d'amputer
the nursing role in field amputation,rôle infirmier dans l'amputation de dégagement,le rôle des infirmières dans l'amputation sur le terrain
in process citation,l'amputation en contexte post-traumatique,en cours de citation
in process citation,épidémie d'ebola : un an déjà,en cours de citation
femoral neck fractures in the elderly,5/20 la fracture du col du fémur du sujet âgé,fractures du cou fémorales chez les personnes âgées
the resilient elderly person,le sujet âgé resilient,la personne âgée résiliente
can a nursing home feel like home?,peut-on se sentir chez soi dans un ehpad?,Est-ce qu'une maison de retraite peut se sentir comme à la maison?
maintaining patients' autonomy at home,maintenir l'autonomie des patients à domicile,maintenir l'autonomie des patients à la maison;
the visit prior to returning home,la visite préalable au retour à domicile,la visite avant le retour à la maison
timing the discharge of the elderly patient,"sortie d'hospitalisation, le juste moment",le moment de la libération du patient âgé;
"home, the elderly person's identity card","chez soi, 1a carte d'identité de la personne âgée","domicile, carte d'identité de la personne âgée"
preserving independent living,préserver l'indépendance au domicile,préserver l'autonomie de vie
carpe diem!,carpe diem!,Carpe diem !
introduction to diagnostic imaging,introduction à l'imagerie médicale,Introduction à l'imagerie diagnostique
the nurse and ulcer treatments,l'infirmière et le traitement des ulcères,les traitements de l'infirmière et de l'ulcère
burnout is not a fatality,le burn-out n'est pas une fatalité,l'épuisement n'est pas une fatalité
the approach to care in oncology,l'approche des soins en cancérologie,l'approche des soins en oncologie
&quot;working together&quot; at hospital?,&quot;travailler ensemble&quot; à l'hôpital?,&quot;travailler ensemble&quot; à l'hôpital?
collaboration between nurses and nurse-assistants,la collaboration infirmière/aide-soignante,collaboration entre les infirmières et les infirmières auxiliaires
dealing with the violent patient,l'infirmière face à un patient violent,traitant avec le patient violent
liver transplantation,la transplantation hépatique,transplantation hépatique
management of patients with tips,la prise en charge des patients &quot;tipsés&quot;,prise en charge des patients ayant des conseils
cirrhosis and its complications,la cirrhose et ses complications,cirrhose et ses complications
diagnosis and initial assessment of cirrhosis,diagnostic et bilan initial de la cirrhose,diagnostic et évaluation initiale de la cirrhose
caring for the cirrhotic patient,le parcours de soins du patient cirrhotique,prise en charge du patient cirrhotique
"an expression of our practice, our life","du sens à notre pratique, à notre vie","une expression de notre pratique, de notre vie"
cervical cerclage,le cerclage cervical,Cerclage cervical
condylama lata,condyloma lata,Condylama lata
3/5 didier anzieu,3/5 didier anzieu,3/5 dodier anzieu
"tony, at risk of getting lost","tony, au risque de s'y perdre","Tony, au risque de se perdre"
&quot;there can be no unnecessary risks&quot;,« il ne saurait y avoir de risque inutile »,&quot;il ne peut y avoir aucun risque inutile&quot;
"psychiatry, the field of all risks","psychiatrie, le champ de tous les risques","la psychiatrie, le champ de tous les risques"
the risk/benefit ratio in psychiatry,la balance bénéfice/risque en psychiatrie,le rapport risque/bénéfice en psychiatrie
control the risks of treatment,maîtriser les risques du soin,contrôler les risques de traitement
what have the associations become?,que sont les associations devenues?,Qu'est-ce que les associations sont devenues ?
encephalitis in a 12-year-old boy,encéphalite chez un garçon de 12ans,encéphalite chez un garçon de 12 ans
silence would be the greatest error,l'erreur serait de cacher,le silence serait la plus grande erreur
a review on tocolysis,le point sur la tocolyse,un examen de la tocolyse
delivery of premature infants,accouchement du prématuré,accouchements prématurés
bibliography. ambulatory surgery,eléments de bibliographie,bibliographie. chirurgie ambulatoire
the challenge of ambulatory surgery,"la chirurgie ambulatoire, un défi à relever",le défi de la chirurgie ambulatoire
the economic challenges of day surgery,les enjeux économiques de la chirurgie ambulatoire,les défis économiques de la chirurgie de jour
day surgery and public authorities,chirurgie ambulatoire et pouvoirs publics,chirurgie de jour et autorités publiques
one step closer to an artificial pancreas,un pas de plus vers le pancréas artificial,un pas plus près d'un pancréas artificiel
new rectangular format dressings,des pansements aux nouveaux formats rectangulaires,nouveaux pansements rectangulaires
health facility overview,panorama des établissements de santé,Aperçu des établissements de santé
measuring inpatient satisfaction,mesurer la satisfaction des patients hospitalizes,mesure de la satisfaction des patients hospitalisés
a new journal for nurses,une revue scientifique pour les infirmières,un nouveau journal pour les infirmières
2015 vaccination calendar,calendrier vaccinal 2015,Calendrier de vaccination 2015
debating the politics of health care,la politique de santé en débat,débat sur la politique des soins de santé
between dog and wolf,entre chien et loup,entre chien et loup
hyper-reactive malarial splenomegaly,splénomégalie palustre hyper-réactive,hyperréactive malaria splénomégalie
global risk management,gestion globale des risques,gestion des risques à l ' échelle mondiale
advance in the biology of pancreatic of cancer,nouveautés dans la biologie du cancer du pancréas,progrès dans la biologie du pancréas du cancer
meeting of the french society of cancer,congrès de la société française du cancer,rencontre de la société française du cancer
alcohol: good or not?,l'alcool: bon ou pas bon?,alcool: bon ou pas?
allergies: should we introduce peanuts early ?,allergies: faut-il donner très tôt de l'arachide?,allergies : faut-il introduire des cacahuètes tôt ?
a glass of champagne!,une coupe de champagne!,Un verre de champagne !
misophonia and contemporary psychiatry,misophonie et psychiatrie contemporaine,misophonia et psychiatrie contemporaine
jaddo-- the general practitioner blogger,jaddo--la blogueuse generalist,Jaddo-- le blogueur généraliste
"patients, doctors and the internet","patients, médecins et internet","patients, médecins et internet"
in process citation,introduction,en cours de citation
in process citation,"commentaire du travail de blick bl et al., pp. 626",en cours de citation
in process citation,"commentaire du travail de yang mj et al., pp. 598",en cours de citation
in process citation,la tungose présente depuis les incas,en cours de citation
in process citation,épidémie de sarcocystose,en cours de citation
in process citation,la brucellose est endémique,en cours de citation
obstructive colloid cyst of the third ventricle,kyste colloïde obstructif du troisième ventricule,kyste colloïdal obstructif du troisième ventricule
pregnancy in chronic hemodialysis,la grossesse chez les hémodialysées chroniques,grossesse en hémodialyse chronique
antenatal diagnosis of iniencephaly,le diagnostic anténatal de l'iniencéphalie,diagnostic prénatal d'iniencephalie
dorsal liposarcoma: a rare clinical presentation,liposarcome dorsal: aspect clinique rare,liposarcome dorsal : une présentation clinique rare
strangulated obturator hernia: about two cases,hernie obturatrice étranglée: à propos de deux cas,hernie obturatrice étranglée: environ deux cas
sacrococcygeal teratoma: report of a case,tératome sacro-coccygien: à propos d'un cas,tératome sacrococygéal: rapport d'un cas
false traumatic intracranial arterial aneurysm,faux anévrisme artériel traumatique intracrânien,faux anévrisme traumatique intracrânien
in process citation,le chikungunya chez l'enfant,en cours de citation
in process citation,la dengue chez l'enfant,en cours de citation
in process citation,les éruptions toxidermiques,en cours de citation
in process citation,les principes de base de l'évaluation diagnostique,en cours de citation
in process citation,pathologies somatiques et autisme,en cours de citation
in process citation,la pédagogie par l'algorithme décisionnel,en cours de citation
in process citation,pédagogie médicale: l'erreur pour apprendre,en cours de citation
in process citation,puberté et maladie rénale chronique,en cours de citation
in process citation,puberté et mucoviscidose,en cours de citation
in process citation,puberté et cancer,en cours de citation
in process citation,puberté et maladies inflammatoires,en cours de citation
in process citation,traitements médicamenteux de l'asthme aigu grave,en cours de citation
in process citation,asthme: la jungle des chambres d'inhalation,en cours de citation
in process citation,handicaps et dents,en cours de citation
in process citation,les maladies pédiatriques à révélation dentaire,en cours de citation
in process citation,biologie du développement dentaire,en cours de citation
in process citation,entre anxiolyse et sédation: de quoi parle-t-on?,en cours de citation
in process citation,l'enfant adopté,en cours de citation
in process citation,cœur et hyperinsulinisme maternel ou fœtal,en cours de citation
in process citation,rôle des lignes téléphoniques,en cours de citation
in process citation,démarche diagnostique en allergie alimentaire,en cours de citation
in process citation,les régurgitations,en cours de citation
in process citation,soins par les parents: quels maux pour un bien?,en cours de citation
in process citation,quelle place pour les laits « croissance »?,en cours de citation
in process citation,maladies métaboliques: quels dépistages?,en cours de citation
in process citation,le traitement du néphroblastome en afrique,en cours de citation
in process citation,le développement des compétences,en cours de citation
in process citation,quand débuter une nutrition entérale?,en cours de citation
in process citation,syndromes de bartter et gitelman,en cours de citation
in process citation,pseudohypoaldostéronisme de type i,en cours de citation
in process citation,biothérapies et vaccins en pédiatrie,en cours de citation
in process citation,vaccination anti-hpv: que faut-il croire?,en cours de citation
in process citation,vaccins: rattrapages vaccinaux difficiles,en cours de citation
in process citation,parentalité et handicap,en cours de citation
in process citation,syndrome hémolytique et urémique en pédiatrie,en cours de citation
in process citation,"l'accouchement sous x, un passage de relais",en cours de citation
in process citation,"l'accouchement secret, dit « accouchement sous x »",en cours de citation
in process citation,"commentaire du travail de bai y et al., pp. 415",en cours de citation
new in the production of human gmos,du nouveau dans la production d'humains ogm,nouveau dans la production de gmos humains
pid: the slogans of political parties,dpi: les mots d'ordre des partis politiques,pid: les slogans des partis politiques
drug pricing: down 4 to 5%,prix des médicaments: baisse de 4 à 5%,prix des médicaments: baisse de 4 à 5%
the mortal danger of the averages and scores,le danger mortel des moyennes et des scores,le danger mortel des moyennes et des scores
diverticulitis: operate or not?,diverticulite: opérer ou pas?,diverticulite: fonctionnement ou non?
malaria and hiv: which interactions?,paludisme et vih: quelles interactions?,malaria et hiv : quelles interactions ?
elderly travellers: review and advices,le senior en voyage: revue et conseils,voyageurs âgés: examen et conseils
reemergence of chikungunya virus,chikungunya: la reemergence,Réémergence du virus du chikungunya
risk communication in travel medicine,communication du risque en médecine des voyages,communication des risques dans les médicaments de voyage
horizon 00,horizon 00,horizon 00
anxiety disorders in older adults,les troubles anxieux de la personne âgée,troubles anxieux chez les personnes âgées
hearing loss and alzheimer's disease,déficit auditif et maladie d'alzheimer,perte auditive et maladie d'alzheimer
cancer screening in the elderly?,dépister le cancer chez la personne âgée ?,dépistage du cancer chez les personnes âgées?
surgical management of epilepsy,prise en charge chirurgicale des épilepsies,traitement chirurgical de l'épilepsie
what limits do we have for children today?,"aujourd'hui, quelles limites pour les enfants ?",Quelles sont les limites que nous avons pour les enfants aujourd'hui?
art-therapy in anorexia: the mediative elements?,2/5 bruno bettelheim,art-thérapie en anorexie : les éléments médiateurs ?
self-neglect as a sign of decompensation,l'incurie comme un signe de décompensation,auto-négliger comme signe de décompensation
psymobile and the phenomenon of the hikikomori,psymobile et le phénomène des hikikomori,psymobile et le phénomène du hikikomori
old age: knowing what self-neglect is,grand âge: savoir de quoi l'incurie est le nom,vieillesse: savoir ce qu'est l'autonégligence
